subjek,final_text,label,status
Purbaya Yudhi Sadewa,poin warga indo konflik timbul respon konflik sengaja cipta pola atur dinamika negara pesan orang jawa relevan sikap hidup ojo gumun ojo kaget ojo latah atur mani penting tengkorak kobong,negatif,prediksi_model
Purbaya Yudhi Sadewa,pokokdan intinnya tuju purbaya maju purbaya bela rakyat joooos,positif,prediksi_model
Purbaya Yudhi Sadewa,inti bicara data buktiasal bicara cipta opini stop dulubiar beranta nih masyarakat,negatif,prediksi_model
Purbaya Yudhi Sadewa,ahli strategi panglima kostrad jdi alam strategis sinkron politik prabowo orang lapang ahli bicara retorik,negatif,prediksi_model
Purbaya Yudhi Sadewa,berita gembul cucu pki,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,ngerti bos ucehan nyambung,positif,prediksi_model
Purbaya Yudhi Sadewa,dukung pro rakyat,positif,prediksi_model
Purbaya Yudhi Sadewa,prediksi agenda rencana buruk rakyat indonesia gagal hancur balik rencana aamiin,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul hadap mafia migas kemenkeu jaksa polisi dng catat masuk angin,negatif,prediksi_model
Purbaya Yudhi Sadewa,brengsek nih skrg skip muncul stlh slsai iklan,negatif,prediksi_model
Purbaya Yudhi Sadewa,hmm media skali wartawan beliau wapres lngsung bnyak media berita,positif,prediksi_model
Purbaya Yudhi Sadewa,baca koment sapatau ketemu termul,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul mhn jng mgomong ygblm terbuktijng manas manasi,negatif,prediksi_model
Purbaya Yudhi Sadewa,koreksi guru gembul dasco militer mohon cek,negatif,prediksi_model
Purbaya Yudhi Sadewa,nggak mbul nama jihat nyaman allah balas baik purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,negri reformasi polri aparat sarang mafia sungguh,negatif,prediksi_model
Purbaya Yudhi Sadewa,ora berantas korupsi keakarakarnya ,negatif,prediksi_model
Purbaya Yudhi Sadewa,indonesia maju rukun damai sejahtera kuat dlm sgala sektor dengar solusi nyakritik gampangsolusi mbul,positif,prediksi_model
Purbaya Yudhi Sadewa,tunggu outputnya rakyat anggap berhasilakan tdk manfaat hancur politik wowo,negatif,prediksi_model
Purbaya Yudhi Sadewa,orang pandai muda singkir perintah klau atur pandai orang korupsi pusing bgaimna uang negara rampoktapi klau bodoh perintah muda atur makan orang korupsi bgus klau prabowo bungkus orang korupsi dor aman takut tuhan agama blang orang wujud setan,negatif,prediksi_model
Purbaya Yudhi Sadewa,semangat purbayaaaaa,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo sentuh apa always jokowi,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembul gembul gembul gede nyatu,negatif,prediksi_model
Purbaya Yudhi Sadewa,prabowo manhwa past life regressor,positif,prediksi_model
Purbaya Yudhi Sadewa,rakyat mudah hasut tolong bantu menkeu,positif,prediksi_model
Purbaya Yudhi Sadewa,mudah prediksi salah,negatif,prediksi_model
Purbaya Yudhi Sadewa,hmm jangan bahlil,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga purbaya sehat lindung allah swt lindung rakyat indonesia faham tulus kerja lindung prabowo jajar aamiin,positif,prediksi_model
Purbaya Yudhi Sadewa,moga prabowo mantan jendral kelola perintah vinalnya rankyat sejahtra negara bangun banyak mantan presiden becus pimpin negara otak batas maling gede hasil kerja zonk rakyat berani tampil muka sok hebat hebat tdk malu rakyat karna anggap rakyat tdk goblok dihimbau prabowo mantan jendral mensejahtrakan rakyat bangun negara tdk bnyk hutang moga,positif,prediksi_model
Purbaya Yudhi Sadewa,prediksi guru gembul pikir moga negatif depan,negatif,prediksi_model
Purbaya Yudhi Sadewa,kalem adaaaa rakyattt yang pro rakyatakan bela rakyatyang suka tau digrebek rumah,negatif,prediksi_model
Purbaya Yudhi Sadewa,smga allah ksih umur barokah lindung mudah meridhoi sgala lgkh prabowo purbaya dmi wujud indonesia maju rkyt makmur sejahtera aamiin rob,positif,prediksi_model
Purbaya Yudhi Sadewa,dlm sosmed mmg saji konten kerja pejabatpemerintah gebrak ubah hebat sistematis rakyat nilai ubah dlm taraf hidup inti nilai sungguh konten kreator isi tujuankepentingan narasipencitraan retorika belaka mendptkan dukungansimpatisan perintah makmur rakyat anggota dwan pejbatnya makmur rkyat mndrit dlm prjungn hidvp kebijkan tur beban hidup,positif,prediksi_model
Purbaya Yudhi Sadewa,tuju dapat gembul menjudge orang hujat beda dapat bilang inferior andal orang kerja palak pajak mulu buruh umkm gimana tabung aset jabat pajak korupsi besar lewat kaya raya mudah purbaya titik masyarat ubah bijak tekan rakyat,negatif,prediksi_model
Purbaya Yudhi Sadewa,allah takut pur allah,positif,prediksi_model
Purbaya Yudhi Sadewa,nama jurus utak atik mstuk,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya seri mulyani negara mafia perlahan purbaya papar virus moga analisa keliru,positif,prediksi_model
Purbaya Yudhi Sadewa,presiden prabowonya mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,gibran maha,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga menang kasi negara,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo purbaya beda harap mata rakyat,positif,prediksi_model
Purbaya Yudhi Sadewa,mbul mbul mending urusin nasab palsu kabib,negatif,prediksi_model
Purbaya Yudhi Sadewa,masuk akal cocoklogi prabowo masuk intervensi projo anti dasko legislatif syafri menhan eksekutif purbaya ketidakpuasan masyarakat sri mulyani langsung head head danatara mbg lahan kue satu partai colek mbg bagi kue kursi lahan tambang impor purbaya beranda demandnya bawa suka masyarakat bukti temen gua tukang clipper getol ngeclip purbaya buzzer bayar gua tuju masalah utama negeri mafia migas miris komplot geng felix agen ubah,negatif,prediksi_model
Purbaya Yudhi Sadewa,tuntut rakyat warga nkri era bismillahirromanirrohim tuntut rakyat warga nkri selenggara negara realisasi dlm sep sep koruptor kandang ampas aset hap kuhp tipikor hukum asing miskin umur hidup ampun apa hukum laku jahat laku jahat struktur sistematis masif klbtsm spt tokoh jahat mafia hukum mafia narkoba mafia dagang manusia mafia tambang sda mafia sapi perah bumn aph tertib baharu polisi tni reformasi hukum amandemen uud azas dasar hukum nkri mekanisma bubar dpr mosi percaya rakyat dprmprparpol ganti fungsi dpr dewan warga elemen bangsa nkri anggota ketua organisasi komponen bangsa agama suku adat pemuda ketua mahasiswa senkri wakil genz tokoh cendekia akademisi dsj reformasi hakim reformasi jagung iii perilaku liar orang politik parpol tertib via baharu milu pilkada ttg kwalitas syarat sdm calon anggota legislatif sistem milu pilkada tindak pidana pemilutppu terbit laku dana parpol kuat batas tahan serang infiltrasi campur tangan asing daulat nkri seluruh dunia gembos abusif internal nkri ampo aset nkri deep statepemerintah bayang intelejen kolaborasi penting oligarki mafia selubung aniaya menzolimi menghisap hak azasidarahuang harta rakyat pembaharuanreformasi intelejen ham nkri reformasi hukum undang undang nkri kuat cepat tahan kembang manfaat ekonomi nasional tumpu kuat domestik kaya potensi aset utama bangsa sdm sda nkri hulu hilir semua lini hidup rakyat sumber alam lingkung tanah air nkri target zero miskin zero cemar lingkung bumi intervensi perintah thd timpang ekonomi krisis stabil kembang fiskal moneter buat sistem digitalisasi bebas transparan kendali tanggung sistem mekanisma layan ekonomi proyek fiskal operasional moneter uang investasi sehat hukum pertanahanpermukiman butuh komunikasi sosial hajat hidup sektor butuh rakyat warga nkri moga allah swt kah nkri ,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembul payah nihmasa mandang utang utangnyalihat rasio bul banding posisi negara dunia benchmarknya cari manaa,negatif,prediksi_model
Purbaya Yudhi Sadewa,judul klik bait banget,positif,prediksi_model
Purbaya Yudhi Sadewa,apa kutuk ustad,negatif,prediksi_model
Purbaya Yudhi Sadewa,mudah hati fitnah mendugaa mudah pikir logika,negatif,prediksi_model
Purbaya Yudhi Sadewa,dukung prabowo sepenuh dukung purbaya purbaya kuat moral mental dlm laksana tugas,positif,prediksi_model
Purbaya Yudhi Sadewa,gausah bikin bikin prediksi alien blm muncul males liat,positif,prediksi_model
Purbaya Yudhi Sadewa,ngomong doang ngarang tdk mutu,negatif,prediksi_model
Purbaya Yudhi Sadewa,tuju judul,negatif,prediksi_model
Purbaya Yudhi Sadewa,bner fakta wkwk temen perintah konoha kerjaanya ngegame wkwk,negatif,prediksi_model
Purbaya Yudhi Sadewa,bravo prabowo purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,pikir terjadiitu prediksiyg rakyat mendukungmendoakan menkeu purbayasemoga tuntas hasil membratasmerinkusmafia bumn hama tikus bisadbrantassdh rakyat sjahtera,negatif,prediksi_model
Purbaya Yudhi Sadewa,sok tau gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga pimpin peduli rakyat,positif,prediksi_model
Purbaya Yudhi Sadewa,naaaa nek iki kon bahas gppo awas kpleset mrgo nek iki nunggu kanjeng sayidina umar nekoen kliru omong iki langsong budal riko,negatif,prediksi_model
Purbaya Yudhi Sadewa,geumbul purbaya orang bul,positif,prediksi_model
Purbaya Yudhi Sadewa,trik kalo orang daerah tugas kejakarta kantor pusat uang licin kerja,negatif,prediksi_model
Purbaya Yudhi Sadewa,tolong kasih lunark,negatif,prediksi_model
Purbaya Yudhi Sadewa,pake mafia ormas pakai mafia saing bisnis rugi masyarakat untung serang bnyak selesai tutup buzzer lupa,negatif,prediksi_model
Purbaya Yudhi Sadewa,konflik penting mafia akar negeri prabowo tau duduk kursi panas hasil menkeu ujung tombak kuasa demo rakyat kemarin prabowo nasib mertua salah ambil langkah taktis purbaya satu nya orang andal murni tugas politik mudah an purbaya idealis banyak sorot,positif,prediksi_model
Purbaya Yudhi Sadewa,alas sentuh prabowo beliau jabat masalah akumulasi masa,positif,prediksi_model
Purbaya Yudhi Sadewa,mana lari sumber daya alam kitabahas negara hasil nikel dunia indonesia ton menang negara mana dunia negara hasil sawit besar indonesia tontahun banget negara malaysia negara hasil timah besar nomor hasil ton negara nmor myanmar menang banget negara nmor china negara hasil batubara nomor bawah china india ton india negara hasil emas tontahun masuk nomor seluruh dunia negara maju jarang masuk nominasi negara hasil tembaga tonthn nmor saing amerika eksportir gas alam ton masuk hasil bauksit ton dunia mana pergi sda kalo kekas negarabegitu banyak hasil bumi pajak naek rakyat kejar pajak,netral,prediksi_model
Purbaya Yudhi Sadewa,keep your friend close and your enemies closer rakyat perhati konflik jatuh pegang kuasa tawar kuasa konflik mohon cerdas bijaksana tampak muka sadis berahaya bangsa,negatif,prediksi_model
Purbaya Yudhi Sadewa,analisis yahh liat fakta lapang depan,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya gusur rumah jarah rakyat emng ngapain bikin salah rem banget opini,positif,prediksi_model
Purbaya Yudhi Sadewa,sulit hindar konflik masyarakat perintah daerah bijak rugi rakyat potong anggar moga tonton guru sadar skenario mudah ter provokasi milik siap finansial tahan mafia perintah,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru guru pikir masalah iyaa masalah main peran hebatny jelas guru awam mudah erti hilang inti cerdas mafia hrs ekstra mikir lgi mantap guru sehat allah meridhoi amin,positif,prediksi_model
Purbaya Yudhi Sadewa,bijak pro rakyat dukung,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya new favorit people dlm hari nice ,positif,prediksi_model
Purbaya Yudhi Sadewa,suka freming,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya presiden terus bijaksana prabowo prediksi purbaya presiden indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,sok tau bolgembol sotoy bidang politik atu agama sok sok ngerangkum,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru coba bahas aipac duga dana kampanye anggota parlemen usa implikasi bijak polugri usa kait israel palestina,negatif,prediksi_model
Purbaya Yudhi Sadewa,liat ytber pikir perintah nato action talk only nyimaaak,negatif,prediksi_model
Purbaya Yudhi Sadewa,salah dgenyri uang,positif,prediksi_model
Purbaya Yudhi Sadewa,hobi mafia boomer indonesia bikin isu problem jelek monoton kaya ajar,positif,prediksi_model
Purbaya Yudhi Sadewa,comen paham gerti guru gembulsebab dapat asumsi guru gembul ajak,negatif,prediksi_model
Purbaya Yudhi Sadewa,mmg aneh dlm pikir kuwowo tanggung jawabtpi sentuh,negatif,prediksi_model
Purbaya Yudhi Sadewa,wajar titis order,negatif,prediksi_model
Purbaya Yudhi Sadewa,rakyat lindung purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,sok pinter kowe mbul kabeh mok bahas mok review,negatif,prediksi_model
Purbaya Yudhi Sadewa,uji berat prabowo krna dri mulyani ank mas world bank imf international monitoring foundation manfaat jokowi hutang ributriliun tuk infrastruktur lha prabowo purbaya inibayar cicil bunga tdedangkan pemdapatan pajak defisit dah jalan baya cari pinjam singapore jepang tau amerika iang sita korupsi dikumpulin blbi dll,negatif,prediksi_model
Purbaya Yudhi Sadewa,maaf ragu analis gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul tunggang salah elit politik,negatif,prediksi_model
Purbaya Yudhi Sadewa,mbul mbul,negatif,prediksi_model
Purbaya Yudhi Sadewa,adeeehemprettettettet,negatif,prediksi_model
Purbaya Yudhi Sadewa,menkeu udah dibackup blackrock udah beli sbn rugi indonesia depan makmur,positif,prediksi_model
Purbaya Yudhi Sadewa,elpiji tempat tempat teman nikmat harga,negatif,prediksi_model
Purbaya Yudhi Sadewa,cocok dukun dahulu tuhan besok campur agama normal sok tau okey,negatif,prediksi_model
Purbaya Yudhi Sadewa,pesona labgkah pubaya,negatif,prediksi_model
Purbaya Yudhi Sadewa,pantesan ahok bilang orang miskin tdk lawan orkay orkay tdk lawan perintah omg banyk mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,polos,negatif,prediksi_model
Purbaya Yudhi Sadewa,obral anggar habis anggar hasil,negatif,prediksi_model
Purbaya Yudhi Sadewa,all the president men,positif,prediksi_model
Purbaya Yudhi Sadewa,bang bahas rencana relokasi warga tntn riau pelalawan bang rame kayak viral masyarakat tolak relokasi perintah satgas pkhtni keluar bijak relokasi sisi dpr komisi xiii tolak relokask warga demo besar jiwa demo juli disni kompleks bingung salah,negatif,prediksi_model
Purbaya Yudhi Sadewa,negeri inimsh level management conflictdi tkt sampe birokratkorporat rumahtangga,negatif,prediksi_model
Purbaya Yudhi Sadewa,rakyat satu dukung purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,bagus banget efek visual monolog ferry irwandy isi konten tajam guru gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,aahguru gembul prediksi,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya dukung rakyat dukung,positif,prediksi_model
Purbaya Yudhi Sadewa,bicara ahli bangun opini fakta membangongkan ntah arah opini mana,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul biadab,negatif,prediksi_model
Purbaya Yudhi Sadewa,hebat pintar prabowo,positif,prediksi_model
Purbaya Yudhi Sadewa,ajar jokowi teman teman nampak hasil gebu gebu,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga pemimpinpejabat amanah sllu dlm lindung allah subhanahu taala aamiin yaa rabbal alamiin,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya pro rakyatpasti usik guling apa,positif,prediksi_model
Purbaya Yudhi Sadewa,nga bahas inti prabowo milih alis rakyat milih rakyat kuat apa alis korup rakyat puas kerja prabowo pihak oada rakyat bosa rayat aendiri angkat prabowo mimpin,positif,prediksi_model
Purbaya Yudhi Sadewa,serah ndut ngefens salam akal setan,netral,prediksi_model
Purbaya Yudhi Sadewa,prabowo tdk sentuh tukang becak tau dalang,negatif,prediksi_model
Purbaya Yudhi Sadewa,parah mafia mencengkram indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,nggak guling bunuh,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul hebatsalut,negatif,prediksi_model
Purbaya Yudhi Sadewa,tutor mafia migas,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembul prejudice purbaya yudhi sadewa puji presiden prabowo subianto konotasi jilat pecah belah prejudices gembul mol taktis posisi seolaholah akhli organisasi perintah simple manusia usak harmonisasi bangun presiden prabowo subianto narasinarasi bangun muak,positif,prediksi_model
Purbaya Yudhi Sadewa,ditakutin mafia asing biokrat indo yah sampe kalah pilpres benci jokowi krn beliau tau hny naik brani sep,negatif,prediksi_model
Purbaya Yudhi Sadewa,mudah mudah rakyat indonesia logis sosial media mudah makan isu,negatif,prediksi_model
Purbaya Yudhi Sadewa,smua sabar mudahn seceatnya prabowo mati,negatif,prediksi_model
Purbaya Yudhi Sadewa,rakyat dengar koarkoar melulu perintah berantas koruptor makan gaji hasil pajak rakyat indonesia rakyat indonesia rasa merdeka dang pimpin presiden prabowo orang orang purbaya mahfud kdm orang orang,positif,prediksi_model
Purbaya Yudhi Sadewa,menkeu popularitasna buntut bapa aing ,positif,prediksi_model
Purbaya Yudhi Sadewa,mafia lenih cerdas uang bisnis ingkar pajak ambil harta negara mulus curiga,negatif,prediksi_model
Purbaya Yudhi Sadewa,ahngawur mbul,negatif,prediksi_model
Purbaya Yudhi Sadewa,indonesia salah jokowi sehat jokowi,positif,prediksi_model
Purbaya Yudhi Sadewa,ngacok analisanya kemarin analisanya prabowo guling tahun kuasa gagal curiga belakang gembul geng luhut and solo,negatif,prediksi_model
Purbaya Yudhi Sadewa,muso pake peci alimin pke peciaidit pke peci syam kamaruzaman pake pecidll pki pake peci tpi otak lenceng karna tolol,negatif,prediksi_model
Purbaya Yudhi Sadewa,tdk langsung prabowo turun bpk menkeu habis perang besar rang bangsa negara wilayah kuasa termul elite politik kuasa presiden,positif,prediksi_model
Purbaya Yudhi Sadewa,danatara data bebas korupsi sistem transaksi hsrus blokcain smart kontrak data danatara blok koruptor,negatif,prediksi_model
Purbaya Yudhi Sadewa,dukun ramal,negatif,prediksi_model
Purbaya Yudhi Sadewa,doa moga rizal ahlid geprek,positif,prediksi_model
Purbaya Yudhi Sadewa,dukung purbaya lahhhh bikin opini bikin gaduh,positif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul cerdas mohon bikin vidio optimis bangga bangsa,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga gusti allah lindung orang mangkin angin tiup kencangsemoga allah lindung jabat amanah aamiin,positif,prediksi_model
Purbaya Yudhi Sadewa,hubung danantara banyak bumn klaim rugi defisit,negatif,prediksi_model
Purbaya Yudhi Sadewa,turut koalisi gemuk koalisi jaman presiden soeharto,positif,prediksi_model
Purbaya Yudhi Sadewa,carmuksotoy,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri tuju naik gaji asn gerus inflasi tahun menteri pro rakyat,positif,prediksi_model
Purbaya Yudhi Sadewa,analisamu ngelantur mbul,negatif,prediksi_model
Purbaya Yudhi Sadewa,bang keras tau,negatif,prediksi_model
Purbaya Yudhi Sadewa,nglawan mafia hukum benah takut jatuhin hukum mati,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembul provokator tolol,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga presiden purbaya orang tulus abdi ubtuk maju indonesia lindung sehat,positif,prediksi_model
Purbaya Yudhi Sadewa,rakyat indonesia wujud janji rakyat beliau tinggal rakyat makmur indonesia mas,positif,prediksi_model
Purbaya Yudhi Sadewa,ayah ekonom eks menteri uang,positif,prediksi_model
Purbaya Yudhi Sadewa,asumsi gembul doang,negatif,prediksi_model
Purbaya Yudhi Sadewa,alhamdulillah prabowo bela rakyat mbul kali maksud cucu pki,negatif,prediksi_model
Purbaya Yudhi Sadewa,kutuk,negatif,prediksi_model
Purbaya Yudhi Sadewa,seksi aman,negatif,prediksi_model
Purbaya Yudhi Sadewa,harap kau penjara permanen biar kau sadar tau hilang wabah umat islam wabah umat islam gembul gila tenar cepat kaya sesat umat islam,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya salah senjata perang presiden skrg krn senjata berat pst potensi incar byk musuh purbaya everybody presiden pst prediksi dibackup lgsg heran prabowo mantan denjen kopassus pst ahli dlm strategi guru gembul analisis bgs dukung genderang perang tabuh presiden koruptor,positif,prediksi_model
Purbaya Yudhi Sadewa,gembul kau kulit ustad bahwasannya kau ilmu ilmu,negatif,prediksi_model
Purbaya Yudhi Sadewa,simpel bayar utang pake duit mafia opini beranda tarik duit mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya mantap pas indonesia depan,positif,prediksi_model
Purbaya Yudhi Sadewa,kirain indonesia layak menkeu srimul kepake rakyat bosan marah jago pendam moga purbaya wujud harap bangsa indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,riza holid turun yaman hama,negatif,prediksi_model
Purbaya Yudhi Sadewa,menkeu langsung menggebrakk maling enak malas an menghisap darah rakyat tiba dtg menkeu langsung tusuk jantung mrk menkeu musuh maling,positif,prediksi_model
Purbaya Yudhi Sadewa,kriminal wanita bikin kriminalisasi orang kelompok,positif,prediksi_model
Purbaya Yudhi Sadewa,teori dangkal sori pindah cenel,negatif,prediksi_model
Purbaya Yudhi Sadewa,menkue kemaren muncul pas presiden prabowo udah heran rasa gateli pas muncul mana muncul pelihara kah kalo bagus ekonomi gpp pelihara kalo ujung rakyat peras perintah thn ras pingin langgeng asli perintah nya,negatif,prediksi_model
Purbaya Yudhi Sadewa,kagum analis gugem,positif,prediksi_model
Purbaya Yudhi Sadewa,dukung menkeu purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,nyerang langsung wowok mbg racun makan pakai tangan cuci tangan sisa tulang racun racun baby boomer mikir,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru bikin ttg bahlil,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga menteri sll lindung allah swt orang jahat ampun dosa aamiin allah,positif,prediksi_model
Purbaya Yudhi Sadewa,menteri ter lord luhut lawan kratos versi perintah indo,negatif,prediksi_model
Purbaya Yudhi Sadewa,utama surut kesah ampas aset pengenbalian kuat kpk kekeyaan negara rakyat daulat tangan rakyat rakyat tau peduli bilang rakyat dukung meridhoi ampo curi,negatif,prediksi_model
Purbaya Yudhi Sadewa,ngomong bul ngaji sono imam,negatif,prediksi_model
Purbaya Yudhi Sadewa,gimana guru gembul menteri uang  gubernur bank indonesia  mantap uang habis korupsi,positif,prediksi_model
Purbaya Yudhi Sadewa,indonesia kepung koruptor alloh kuat indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,dasco tempo afiliasi judol kamboja bener,negatif,prediksi_model
Purbaya Yudhi Sadewa,manuk akal,netral,prediksi_model
Purbaya Yudhi Sadewa,guru bloon,negatif,prediksi_model
Purbaya Yudhi Sadewa,ahok mahfud dedi mulyadi salah sartu presiden purbaya menkeu maju negara turut,positif,prediksi_model
Purbaya Yudhi Sadewa,guru gembulomong molahmalihmenclamencle koyo jokowigayane soknggurui emang orang tau ilmumencela tok omdong,negatif,prediksi_model
Purbaya Yudhi Sadewa,ekonomi oleng oleng,negatif,prediksi_model
Purbaya Yudhi Sadewa,harap purbaya menang tetcipta sejahtera rakyat indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,siapaa sihhh beda dapat prabowo ndak sentuh prabowo pro rakyat jet mikirnya hidup dah susah ruet mikir,positif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul tukang ngibul suka dongeng,negatif,prediksi_model
Purbaya Yudhi Sadewa,alloh lindung bpprabowo rakyat,positif,prediksi_model
Purbaya Yudhi Sadewa,moga baca komen sayabukan karna prabowo ahlitapi gaduh politik tuju prabowotapi jokowikarna lawan politik anggap prabowo habismasa saing mengancamknp serang jokowikarna sadar jago lawa jokowi menangmakanya mati berusahmenjatuhkan nama jokowi,negatif,prediksi_model
Purbaya Yudhi Sadewa,dongeng sempurna kang,negatif,prediksi_model
Purbaya Yudhi Sadewa,ahok,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul cuci otqknya media,negatif,prediksi_model
Purbaya Yudhi Sadewa,muak partai penting partai ikut menjdi dpr fokus partai buknnya masyarakat jdi guna mreka,negatif,prediksi_model
Purbaya Yudhi Sadewa,tonton konten orang tentang ulama habaib,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembol twrmasuk termul musuh purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,guru ngibul hebat hebat ngarangnya,positif,prediksi_model
Purbaya Yudhi Sadewa,cucu pki,negatif,prediksi_model
Purbaya Yudhi Sadewa,gue suka gaya purbaya smua menteri gin indonesia maju sjahtera amin purbaya superman,positif,prediksi_model
Purbaya Yudhi Sadewa,lupa rakyat pilih afiliasi parpol kuasa lbh timbul prahara politik rakyat nilai perintah gagal mrngelola negara,negatif,prediksi_model
Purbaya Yudhi Sadewa,ora nde menungso sing bener opo koe tok lek,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembul alien muncul,negatif,prediksi_model
Purbaya Yudhi Sadewa,gua nonton detik langsung komentar menteri kerja rakyat guling karna elit suka udah wajar negara busuk,negatif,prediksi_model
Purbaya Yudhi Sadewa,pubaya tugas mantap rakyat senang,positif,prediksi_model
Purbaya Yudhi Sadewa,inti opini sudut perintah akan perintah skrg jelek skrg bagus haru ponakan dapet mbg perintah peduli rakyat kenang presiden prabowo anakanak indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya harap baik tata kelola uang negara gembul silah analisa obyektif netral tendensi,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya media darling buzer mafia kerja rakyat paling purbaya maklum bangsa minim literasi mudah diombang ambing buzzer,positif,prediksi_model
Purbaya Yudhi Sadewa,gua bingung gembul jelekin jelekin opini opini malu peci luhh gemblung luh,negatif,prediksi_model
Purbaya Yudhi Sadewa,inti imbang kroni biar berontak kuasa lama,negatif,prediksi_model
Purbaya Yudhi Sadewa,mah negara jelek kecuali anis kue udah gitu,negatif,prediksi_model
Purbaya Yudhi Sadewa,hahahanegara lanjur negara sandiwarasangat bodoh rezim bawa angin barumau ganti menteri ting bagaimna jerat opini masyarakat sajapurba orang tdk ubah kbali sang presidennyasemua team solid keburukansesuatu haram licik harap semuaprabowo munafiklain mulut diperbuatanberlagak kaya manusia gentle fakta jalan licik tempuh menangseandainya manuver jokowi pilpres kemarin tdk pro prabowo prabowo kalah pikir negara berdarahkorban demo dimanaseorang presid n kuasa tdk netral sikap titip anak ikutanhanya prabowo tutup mata busuk skenario menang pilpreslicik kanseorang prajurit sejati salah salah benarbukan senang skenario licik menang guakalau orang skenario duluan bacot kencang,negatif,prediksi_model
Purbaya Yudhi Sadewa,hebat politik omon prabocor fakta lapang bukti ekonomi lapis skrg hancur cur tengok pasar tradisional ngenes nes tdk tutup ulang ,negatif,prediksi_model
Purbaya Yudhi Sadewa,omong kosong,negatif,prediksi_model
Purbaya Yudhi Sadewa,dpr dinepalkanthn depan,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri taik,positif,prediksi_model
Purbaya Yudhi Sadewa,banding bicara prabowo ngomong sok pinter,negatif,prediksi_model
Purbaya Yudhi Sadewa,pikir sukses periode,negatif,prediksi_model
Purbaya Yudhi Sadewa,prabowo ulang takut hadap guru gembul mafia migas,negatif,prediksi_model
Purbaya Yudhi Sadewa,sebenernya gampang berantas mafia jabat negara tandainlihat saldo detail ubah signifikan langsung blokir,negatif,prediksi_model
Purbaya Yudhi Sadewa,bilang purbaya menteri kutuk orang jahat karna orang suka purbaya takut bongkar,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya khan presiden polri abri kpk dll,positif,prediksi_model
Purbaya Yudhi Sadewa,perang bersih,negatif,prediksi_model
Purbaya Yudhi Sadewa,kalo jago manipulasi layan cortek perintah,negatif,prediksi_model
Purbaya Yudhi Sadewa,mafia kuat donk duit bayar orang bikin rusuh pokok duit beressss,negatif,prediksi_model
