date,tokoh,text,clean_text,label,source
2025-10-18T17:44:55Z,Sri Mulyani Indrawati,BETINA DAJJAL,betina dajjal,netral,auto-labeled
2025-10-18T16:39:58Z,Sri Mulyani Indrawati,"20 thn mnkau,jbolan ui fansnya pkar2x gubes ekonomi + mahsiswa2x ui bahasanya sprti itu..? Seolah kmnkeu miliknya.",thn mnkaujbolan fansnya pkar2x gubes ekonomi mahsiswa2x bahasa sprti kmnkeu milik,netral,auto-labeled
2025-10-18T04:19:42Z,Sri Mulyani Indrawati,"Inpresss waktu itu ora terbuka ,,,jdi presiden yg man bu😊",inpresss waktu ora buka man,netral,auto-labeled
2025-10-17T00:18:32Z,Sri Mulyani Indrawati,SM...sangat bener pendapat anak p Pur,smsangat bener dapat anak pur,netral,auto-labeled
2025-10-16T14:11:54Z,Sri Mulyani Indrawati,Srimulyani menteri terbaik karna bisa ngutang,srimulyani baik karna ngutang,positif,auto-labeled
2025-10-16T12:31:17Z,Sri Mulyani Indrawati,Menkeu ABAL ABAL,abal abal,netral,auto-labeled
2025-10-16T12:29:49Z,Sri Mulyani Indrawati,"Srimul Banyak Omong agar Kelihatan PINTAR , Padahal Kemampuannya Hanya Naikkan Pajak dan Tarik Pajak dari RAKYAT , Hasil Pajak dinikmati Para Elit Untuk di KORUP , Itulah Preatasi SRI MULYAN",srimul omong lihat pintar mampu naik pajak tarik pajak rakyat hasil pajak nikmat elit korup preatasi mulyan,negatif,auto-labeled
2025-10-16T10:15:54Z,Sri Mulyani Indrawati,Untung di ganti tuh nenek kl gk di ganti di jamin indonesia bkl ke urugaan utang..si nene agen IMF,untung ganti nenek ganti jamin indonesia bkl urugaan utangsi nene agen imf,netral,auto-labeled
2025-10-16T00:22:36Z,Sri Mulyani Indrawati,Bangga sekali prabowo pecat menteri sri mulyani hanya bisa merugikan keuangan negata demi gengnya dan dirinya perusak keuangan rakyat bangga sekali prabowo singkirkan org ini,bangga sekali pecat rugi uang negata geng diri usak uang rakyat bangga sekali singkir org,positif,auto-labeled
2025-10-15T22:01:47Z,Sri Mulyani Indrawati,"Sri muyani klo ngomong mulutnya kok mencong2 gitu, knp ya?",muyani ngomong mulut kok mencong2 gitu knp,negatif,auto-labeled
2025-10-15T15:38:16Z,Sri Mulyani Indrawati,"Darah penjajah kompeni Belanda mengalir di tubuh ratu pajak ini karena kreatif sekali membuat berbagai macam ragam jenis pajak kepada rakyat gitu. Menggebu gebu untuk menagih pajak itu dari kalangan menengah ke bawah
 Weleh tiba pada kalangan para oligarki melempem untuk menagih pajaknya bahkan jumlahnya puluhan trilyun bisa juga nanti mendapat tax amnesty pula itu. Bersukacitalah kalangan oligarki tra la la lah. Kalau masih ingin tinggal di indonesia bayarlah pajaknya, apalagi guru itu adalah beban negara begitu komentar si nenek peot ini. Ternyata Sri maluini lah yg tidak layak tinggal di negeri ini karena oknum ini sebenarnya jadi beban bangsa dan negara.",darah jajah kompeni belanda alir tubuh ratu pajak kreatif sekali buat bagai macam ragam jenis pajak rakyat gitu gebu gebu tagih pajak kalang tengah bawah weh tiba kalang oligarki melempem tagih pajak bahkan jumlah puluh trilyun dapat tax amnesty sukacita kalang oligarki tra lah tinggal indonesia bayar pajak guru beban negara komentar nenek peot nyata maluini lah layak tinggal negeri oknum benar beban bangsa negara,negatif,auto-labeled
2025-10-15T04:48:12Z,Sri Mulyani Indrawati,Ini dia hobi hutang wes kadung mahir dan hobi naikkan pajak,hobi hutang wes kadung mahir hobi naik pajak,netral,auto-labeled
2025-10-15T01:42:42Z,Sri Mulyani Indrawati,Sri mulyani ini bagian dari rezim yg korup mulutnya bau kotoran kucing kuwecut,bagi rezim korup mulut bau kotor kucing kuwecut,negatif,auto-labeled
2025-10-14T23:36:30Z,Sri Mulyani Indrawati,Alah otak takut grob oligarki grob luhut,alah otak takut grob oligarki grob luhut,negatif,auto-labeled
2025-10-14T03:26:07Z,Sri Mulyani Indrawati,Menkeu paling dungu sepanjang sejarah,dungu panjang sejarah,negatif,auto-labeled
2025-10-13T19:48:41Z,Sri Mulyani Indrawati,"Ndelok wajah,e mentolo jotos,i au",ndelok wajahe mentolo jotos,netral,auto-labeled
2025-10-12T10:33:18Z,Sri Mulyani Indrawati,Dasar menteri busuk loe naikin pajak seenak jidat bikin sengsara rakyat! Untung udah lengser loe skrg diganti sama Purbaya yang pro rakyat.,dasar busuk loe naikin pajak enak jidat sengsara rakyat untung udah lengser loe sekarang ganti sama pro rakyat,negatif,auto-labeled
2025-10-12T10:27:14Z,Sri Mulyani Indrawati,Saya kira Sri Mulyani adalah orang pandai yang bisa memajukan ekonomi Indonesia. Ternyata saya salah. Dia hanya bisa menekan rakyat kecil dengan pajak dan memanjakan orang2 kaya dengan amnesti pajak.,kira orang pandai maju ekonomi indonesia nyata salah tekan rakyat kecil pajak manja orang2 kaya amnesti pajak,netral,auto-labeled
2025-10-12T07:36:08Z,Sri Mulyani Indrawati,"orang ini lama menjabat karena mudah di ajak kompromi sm tikus tikus..😂,beda level dan kelas sm yg sekarang😂",orang jabat mudah ajak kompromi tikus tikusbeda level kelas sekarang,negatif,auto-labeled
2025-10-11T14:52:00Z,Sri Mulyani Indrawati,Menteri tukang cekek leher rakyat,tukang cekek leher rakyat,negatif,auto-labeled
2025-10-11T09:11:46Z,Sri Mulyani Indrawati,Terlalu banyak bicara.....,terlalu bicara,negatif,auto-labeled
2025-09-08T03:58:20Z,Sri Mulyani Indrawati,Setan setan di Kemenkeu gimana kabarnya  bu ?,setan setan kemenkeu gimana kabar,netral,auto-labeled
2025-09-07T14:45:32Z,Sri Mulyani Indrawati,Transparansi adalah jawaban nya,transparansi jawab,negatif,auto-labeled
2025-09-07T07:28:27Z,Sri Mulyani Indrawati,Ustadzah Molyani sedang ceramah padahal dia sendiri tidak transparansi,ustadzah molyani sedang ceramah sendiri transparansi,positif,auto-labeled
2025-09-07T04:46:06Z,Sri Mulyani Indrawati,Tap8 syg bukan u/ rakyat tapi hanya u/ para pemimpin n itu Bu srimul ngerti trs dimana letak keadilan u/ rakyatnya,tap8 syg rakyat pimpin srimul ngerti terus letak adil rakyat,negatif,auto-labeled
2025-09-07T01:13:35Z,Sri Mulyani Indrawati,"Pajak pajak pajak,,  negara lain saat ekonomi menurun pajak jg turun,, di  negara konoha,, pajak naik ditambah pajak baru ... 😢",pajak pajak pajak negara ekonomi turun pajak turun negara konoha pajak naik tambah pajak baru,negatif,auto-labeled
2025-09-05T16:28:21Z,Sri Mulyani Indrawati,Mulyaniiiiii banggggsattttttttt,mulyaniiiiii banggggsattttttttt,netral,auto-labeled
2025-09-05T16:27:20Z,Sri Mulyani Indrawati,Lonnteeeee lagi bacotttttttt,lonnteeeee bacotttttttt,netral,auto-labeled
2025-09-05T03:04:57Z,Sri Mulyani Indrawati,"Emang anda ini amanah ??? Selama anda menjabat anda sendiri menzolimi Rakyat Indonesia....dengan menaikan Pajak habisan sampai2 kemiskinan dimana2, Presiden Bilang Kemiskinan menurun pengangguran berkurang tapi boong ... omong kosong",memang amanah lama jabat sendiri menzolimi rakyat indonesiadengan naik pajak habis sampai2 miskin dimana2 miskin turun anggur kurang boong omong kosong,negatif,auto-labeled
2025-09-04T12:35:21Z,Sri Mulyani Indrawati,menjaga duit rakyat apa memeras uang rakyat,jaga duit rakyat apa peras uang rakyat,netral,auto-labeled
2025-09-04T10:57:51Z,Sri Mulyani Indrawati,Woiii gak usah mkn gratis tapi pendidikan yg gatissssss srimulayani,woiii usah mkn gratis didik gatissssss srimulayani,negatif,auto-labeled
2025-09-04T10:50:20Z,Sri Mulyani Indrawati,Menjaga atau mengamankan sendiri😂😂,jaga aman sendiri,netral,auto-labeled
2025-09-04T10:47:44Z,Sri Mulyani Indrawati,"sok agamis ,,pafahal setannya nenek""",sok agam pafahal setan nenek,negatif,auto-labeled
2025-09-02T05:52:49Z,Sri Mulyani Indrawati,Bagi Saya bu Sri Mulyani Srikandinya Indonesia yang kerjakeras juga profesional di bidang keuangan,srikandi indonesia kerjakeras profesional bidang uang,positif,auto-labeled
2025-09-01T13:19:13Z,Sri Mulyani Indrawati,"😂😂klu jaga duit rakyat  berarti kita punya duit dong buk,tapi kok kita ngutang trus,yg di jaga apa nya buk😂😂😂",klu jaga duit rakyat arti punya duit dong buktapi kok ngutang trusyg jaga apa buk,netral,auto-labeled
2025-09-01T12:38:30Z,Sri Mulyani Indrawati,Uwag mu yg dsuwis tuh mna kmu jh meghidarin pajak .omon2 kmi yg muak lihat bicara mu cpat turun ganti yg lbih baik.semua yg jabat korupsi,uwag dsuwis mna kmu meghidarin pajak omon2 kmi muak lihat bicara cpat turun ganti lbih baiksemua jabat korupsi,negatif,auto-labeled
2025-09-01T03:00:26Z,Sri Mulyani Indrawati,Termasuk Lo saytanni rojim biangnya,masuk saytanni rojim biang,netral,auto-labeled
2025-09-01T02:54:30Z,Sri Mulyani Indrawati,Walah Bu Sri..dirjenmu saja kecokok kpk,walah sridirjenmu cokok kpk,netral,auto-labeled
2025-08-31T21:44:48Z,Sri Mulyani Indrawati,Ustadzah berbicara dengarkan cara kelola negara dengan hutang terus,ustadzah bicara dengar cara kelola negara hutang terus,negatif,auto-labeled
2025-08-31T10:03:59Z,Sri Mulyani Indrawati,Bakaaarrr rumah srimulyani...pajak samain dengan zakat...trus buat gaji anggota dpr 100jt/bulan...utang tambah truz pajak naekin supaya masyarakat miskin...aset alam jual ke asing apa ngga kaya raya harta kekayaan lhkpn srimulyani naek jdi 92Triliiun,bakaaarrr rumah srimulyanipajak samain zakattrus gaji anggota dpr 100jtbulanutang tambah truz pajak naekin masyarakat miskinaset alam jual asing apa ngga kaya raya harta kaya lhkpn srimulyani naek 92triliiun,negatif,auto-labeled
2025-08-31T05:07:32Z,Sri Mulyani Indrawati,Faktanya sampeanlah syaitonirrojiim terdzolim terhadap rakyat,fakta sampean syaitonirrojiim terdzolim rakyat,positif,auto-labeled
2025-08-31T00:22:43Z,Sri Mulyani Indrawati,Century apa kabar ibu,century apa kabar,negatif,auto-labeled
2025-08-31T00:18:34Z,Sri Mulyani Indrawati,Ternyata setan juga bisa tausiyah 😅😅😅😅😅😅,nyata setan tausiyah,netral,auto-labeled
2025-08-30T14:44:03Z,Sri Mulyani Indrawati,EMPREEEEEEEEEEEEEEEEEEEEEEEEEETTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT.......,empreeeeeeeeeeeeeeeeeeeeeeeeeetttttttttttttttttttttttttttttttttttttttttttttttttttttt,netral,auto-labeled
2025-08-30T10:52:56Z,Sri Mulyani Indrawati,"Munafikkkk
Kenapa lu utang terus demi junjunganmu kowi, demi ambisi songongnya pindahin ibu kota? Giliran sekarang lu peras rakyat melalui pajak?? Anehnya lu makmurkan pejabat, anggota DPR??",munafikkkk utang terus junjung kowi ambisi songong pindahin kota gilir sekarang peras rakyat lalu pajak aneh makmur jabat anggota dpr,negatif,auto-labeled
2025-08-30T02:33:08Z,Sri Mulyani Indrawati,Diemnmmm loe bacot,diemnmmm loe bacot,negatif,auto-labeled
2025-08-30T02:07:14Z,Sri Mulyani Indrawati,Auranya .... Wow sekaliiii,aura wow sekaliiii,netral,auto-labeled
2025-08-29T23:22:55Z,Sri Mulyani Indrawati,Srimulyani harus diganti dengan rike,srimulyani ganti rike,netral,auto-labeled
2025-08-29T22:38:00Z,Sri Mulyani Indrawati,bicara tentang dzolim...terllu hrm bbirmu nengucapkn bismilah ceu😂,bicara dzolimterllu hrm bbirmu nengucapkn bismilah ceu,negatif,auto-labeled
2025-08-29T05:07:53Z,Sri Mulyani Indrawati,"BERHATI HATILAH PENGUASA PENGELOLAH UANG ,SEMUANYA HARUS TERBUKA ,BERI KA",hati hati kuasa elo uang semua buka beri,positif,auto-labeled
2025-08-23T03:41:45Z,Sri Mulyani Indrawati,SRI MULYANI  JADI USTADAH  TAPI MUNAFIK....JUAL AYAT AGAMA UNTUK  MENARIK  PAJAK RAKYAT.....,ustadah munafikjual ayat agama tarik pajak rakyat,negatif,auto-labeled
2025-08-22T12:19:01Z,Sri Mulyani Indrawati,Orang munafik bicara bagaiman memakan hak rakyat secara paksa,orang munafik bicara bagaiman makan hak rakyat paksa,negatif,auto-labeled
2025-08-22T09:55:48Z,Sri Mulyani Indrawati,IBLIS BETINA DI PERCAYA,iblis betina percaya,positif,auto-labeled
2025-08-22T01:56:38Z,Sri Mulyani Indrawati,😂😂😂😂😂 SRI... SRI... 😂😂😂😂😂,,netral,auto-labeled
2025-08-21T22:54:19Z,Sri Mulyani Indrawati,Walah gawat  klo ibu sudah berpidato  pasti DEPISIT,walah gawat pidato depisit,netral,auto-labeled
2025-08-21T19:31:17Z,Sri Mulyani Indrawati,"Mual aku dengar nya omongan Mentri yg satu ini,tidak sesuai dgn faktanya,omongan nya manis tapi pahit kenyataanya,",mual dengar omong tri satu initidak sesuai faktanyaomongan manis pahit kenyataanya,positif,auto-labeled
2025-08-21T17:59:16Z,Sri Mulyani Indrawati,Careh2,careh2,netral,auto-labeled
2025-08-21T16:39:07Z,Sri Mulyani Indrawati,Kenthuuuuuttt...srigala berbulu domba...maliing teriiak maaling..😅😅😅😂😂,kenthuuuuutttsrigala bulu dombamaliing teriiak maaling,netral,auto-labeled
2025-08-21T14:12:50Z,Sri Mulyani Indrawati,"Hanya omon2...
Bereskan aja yg korupsi...",omon2 beres korupsi,negatif,auto-labeled
2025-08-21T13:42:42Z,Sri Mulyani Indrawati,"SRIGALA PAJAK,....  TERKAM RAKYAT",srigala pajak terkam rakyat,negatif,auto-labeled
2025-08-21T13:21:23Z,Sri Mulyani Indrawati,CACACOLOK OMON OMON CUMA KERJANYA MEMISKINKAN RAKYATNYA MENEBAR DUSTA PENEBAR HARAK,cacacolok omon omon kerja miskin rakyat tebar dusta tebar harak,negatif,auto-labeled
2025-08-21T10:47:29Z,Sri Mulyani Indrawati,"Pimpin terus Buu pejabat pejabat meminjam uang kepada pihak barat yg bayar hutang bukan pejabat ini tapi rakyat rakyat yg sekarat,,, Hidup Bu Sri Mulyani pahlawan ekonomi untuk bangsa barat,,, Masyarakat barat sangat berterima kasih kepada ibu,,,, Meminjam dana atau uang besar besaran kepihak perbankan milik negara negara barat sama saja ibu mensejahterakan rakyat rakyat barat,,, Rakyatnya sendiri sekarat",pimpin terus buu jabat jabat pinjam uang pihak barat bayar hutang jabat rakyat rakyat sekarat hidup pahlawan ekonomi bangsa barat masyarakat barat terima kasih pinjam dana uang besar besar pihak perban milik negara negara barat sama sejahtera rakyat rakyat barat rakyat sendiri sekarat,negatif,auto-labeled
2025-08-21T10:41:27Z,Sri Mulyani Indrawati,"Atas nama negara pejabat pejabat negara meminjam uang kepada pada pihak barat khusus terhadap Bank bank milik negara barat,,, Tetap saja rakyat rakyat sekarat ironisnya gaji gaji pejabat ditingkatkan,,,, malah rakyat rakyat yg sekarat di berikan pajak pajak yang terus meningkat,,, Pejabat berseri seri rakyatnya sekarat,,, Negara berhutang pejabat pejabat berdendang,,, Karena mereka tahu hutang hutang yg harus dibayar kepihak barat bukan pejabat tapi rakyat rakyat,,, Pejabat bejad ingat saja Azab",atas nama negara jabat jabat negara pinjam uang pihak barat khusus bank bank milik negara barat tetap rakyat rakyat sekarat ironis gaji gaji jabat tingkat malah rakyat rakyat sekarat ikan pajak pajak terus tingkat jabat seri seri rakyat sekarat negara hutang jabat jabat dendang tahu hutang hutang bayar pihak barat jabat rakyat rakyat jabat bejad ingat azab,negatif,auto-labeled
2025-08-21T10:33:29Z,Sri Mulyani Indrawati,"Ratu peminjaman uang atau dana besar besaran kepihak asing atau luar negeri khususnya terhadap bank  bank milik negara barat,,, Eyang Srimulyono ini mendapat gelar sebagai pahlawan ekonomi untuk bangsa barat,,,, karena kesejahteraan masyarakat barat akhirnya Terus meningkat pesat,,, Rakyat yg dipimpinya malah sekarat,,, Menanggung beban hutang para pejabat pejabat yg dalihnya pinjaman uang untuk rakyat dan negara,,, kalau negara punya hutang,,, kenapa gaji gaji pejabat malah Terus naik tinggi,,,, Sedangkan rakyatnya yg Menanggung hutang hutang pejabat pejabat terhadap pihak asing khususnya terhadap pihak perbankan milik negara negara barat,,, Kalau benar pinjaman Hutang itu untuk rakyat dan negaranya,,,??? Tapi rakyatnya tetap sekarat malah dibebankan pajak pajak terus meningkat sedangkan pejabat pejabat sendiri penaikan gaji gaji yang melambung tinggi,,, Pejabat berseri seri rakyatnya sendiri sekarat,,, Hutang melambung tinggi atas nama negara,,, tapi kenapa pejabat pejabat sendiri gajinya meningkat,,, sedang rakyat rakyat sendiri sekarat malah pajak pajak yang dibebankan kepada rakyat naik tinggi,,, Apa ini hanya akal akalnya pimpinan pimpinan dazalim,,, Kekuasaan hanya dijadikan ajang untuk memperkaya diri atau kelompok saja,,, Pinjaman dana atau mengutang uang besaran besaran kepada pihak asing atau Barat atas nama negara modus belaka,,,??? Buktinya Yg ditekan membayar hutang hutang terhadap pihak asing atau Barat yg ditekankan pada rakyat rakyat saja pejabat sendiri malah Pokus menaikan gaji gaji,,, rakyat yg disuruh bayar pajak pajak hingga naik melambung tinggi,,, Ada apa ini,,,???",ratu pinjam uang dana besar besar pihak asing luar negeri khusus bank bank milik negara barat eyang srimulyono dapat gelar pahlawan ekonomi bangsa barat sejahtera masyarakat barat akhir terus tingkat pesat rakyat dipimpinya malah sekarat tanggung beban hutang jabat jabat dalih pinjam uang rakyat negara negara punya hutang gaji gaji jabat malah terus naik tinggi rakyat tanggung hutang hutang jabat jabat pihak asing khusus pihak perban milik negara negara barat benar pinjam hutang rakyat negara rakyat tetap sekarat malah beban pajak pajak terus tingkat jabat jabat sendiri naik gaji gaji lambung tinggi jabat seri seri rakyat sendiri sekarat hutang lambung tinggi atas nama negara jabat jabat sendiri gaji tingkat sedang rakyat rakyat sendiri sekarat malah pajak pajak beban rakyat naik tinggi apa akal akal pimpin pimpin dazalim kuasa jadi ajang kaya kelompok pinjam dana utang uang besar besar pihak asing barat atas nama negara modus belaka bukti tekan bayar hutang hutang pihak asing barat tekan rakyat rakyat jabat sendiri malah pokus naik gaji gaji rakyat suruh bayar pajak pajak hingga naik lambung tinggi apa,negatif,auto-labeled
2025-08-21T09:17:03Z,Sri Mulyani Indrawati,"Di zaman SBY 1triliun Dana century hilang tampa penjelasan.. 
Rezim jokowi 7000 Triliun hutang negara melimpah ,Itu tanda tdk ada keseriusan srimulyani dlm mengelola ke uangan negara... Di Jaman prabowo Dia lagi jd Mentri keuangan negara😅😅😅😅",zaman sby 1triliun dana century hilang tampa jelas rezim 7000 triliun hutang negara limpah tanda serius srimulyani kelola uang negara jaman tri uang negara,negatif,auto-labeled
2025-08-21T08:36:25Z,Sri Mulyani Indrawati,"Negara banyak hutang sebab kamu . Menteri"" DPR dll nya banyak korup sebab pasukan Negara termasuk kamu. Macam"" pajak di kenakan kpd rakyat menengah kebawah jugak sebab kamu. Rakyat menderita sebab kamu . Apa yg kamu jaga wahai Mbaksri?",negara hutang dpr korup pasu negara masuk macam pajak kena kpd rakyat tengah bawah jugak rakyat derita apa jaga mbaksri,negatif,auto-labeled
2025-08-21T06:46:57Z,Sri Mulyani Indrawati,Yakin Bu srimulyani ga takut,yakin srimulyani takut,positif,auto-labeled
2025-08-20T10:06:26Z,Sri Mulyani Indrawati,"Berhenti tausyiah
Kau sdh melukai guru
Kau sudah sengsarakan guru
Kau tak pernah sesuqikan gaji dengan inflasi 
Kau tdk pantas dan becus",henti tausyiah kau luka guru kau sengsara guru kau sesuqikan gaji inflasi kau pantas becus,negatif,auto-labeled
2025-08-20T02:56:59Z,Sri Mulyani Indrawati,Wong koyo sri cangkeme njalok di jejeli taek,koyo cangkeme njalok jejeli taek,netral,auto-labeled
2025-08-20T02:55:52Z,Sri Mulyani Indrawati,Lidah sri adalah lidah munafik...,lidah lidah munafik,netral,auto-labeled
2025-08-19T23:27:06Z,Sri Mulyani Indrawati,Cepot sri mulyani,cepot,netral,auto-labeled
2025-08-19T04:33:52Z,Sri Mulyani Indrawati,"He Bu Sri mulyani kl bicara jg seenaknya sendiri, suamiku seorang guru , tapi saya tidak iklas kalo guru jadi beban negara , justru negarayg jadi beban rakyat, jg di balik dong , ibu jd orang pintar kan sekolah dulu sekolah sama siapa kalo bikan sama guru jadi jg bilang kalo guru jadi beban negara, sekarang ibu ga usa cramah yg ngga2x soalnya ga ada bukti dan benar ,",bicara enak sendiri suami orang guru iklas guru beban negara negarayg beban rakyat balik dong orang pintar sekolah sekolah sama bik sama guru guru beban negara sekarang usa cramah ngga2x soal bukti benar,negatif,auto-labeled
2025-08-19T03:30:16Z,Sri Mulyani Indrawati,Membual. Hingga kini mana  program P3sangon dan gaji naik dan rapel bsgi ASN dan Pensiunan. Hinggal hqnya.omon2 kosong. Sebagai Menkeu seumur hidup mana hasilnya untuk ASN dan Pendiunan.,bual hingga kini program p3sangon gaji naik rapel bsgi asn pensiun hinggal hqnyaomon2 kosong umur hidup hasil asn pendiunan,netral,auto-labeled
2025-08-18T12:05:58Z,Sri Mulyani Indrawati,Kau jaga Amana kau pencuri,kau jaga amana kau curi,negatif,auto-labeled
2025-08-18T07:48:57Z,Sri Mulyani Indrawati,Ngitungo Sampek bloloke. Matane PODOAN kalo Meleng HUKUM EKONOMI MORALE ALLAH YG SESUNGGUHNYA TIWAS BIKIN ESTIMASI. KARENA YG SDH TERJADI EKONOMI MORAL SYARIAH DAN BANK SYARIAH YG ADA ITU MASIH SYARIAH SYARIAHAN. ILMUNE MACET. YG ADA BALAPAN LICIG NGEJAR JABATAN KARO NGEJAR DUIK RAMPASAN KORUPSI.  SELAMA MASIH ADA OPLOSAN DGN EKONOMI KAPITALIS GAK BAKAL UNTUNG. BUNTUNG SING ONOK. EKONOMINE. MUNYER2 KOYOK GASING. MUMET TOK ISINE. MUNYER AE KOYOK ROLL BLADE.  KATENA DAH DI SETUNG SEDEMIKIAN RUPA DLM LINGKARAN CIRCLE E IKU IKU AE ORA ISO NEMBUS BATAS. SLL MBETHETI RAKYAT ISOR. PAJEK PAJEK DSB DST. DSB BUNGA DR PRODUK MEKAR YG BANYAK MAKAN KORBAN.,ngitungo sampek bloloke matane podoan meleng hukum ekonomi morale allah sungguh tiwas estimasi jadi ekonomi moral syariah bank syariah syariah syariahan ilmune macet balap licig ngejar jabat karo ngejar duik rampas korupsi lama oplos ekonomi kapitalis bakal untung buntung sing onok ekonomine munyer2 koyok gasing mumet tok isine munyer koyok roll blade katena dah setung demikian rupa lingkar circle iku iku ora iso nembus batas sll mbetheti rakyat isor pajek pajek bunga produk mekar makan korban,netral,auto-labeled
2025-08-18T07:17:50Z,Sri Mulyani Indrawati,Rakyat bagian tertentu Tah Bu....yg sudah terdata?. Jok OMON OMON loh Bu.... Dosa riba sampean dst gubernur BI sebelum sampean Naudzubillah loh.,rakyat bagi tentu tah buyg data jok omon omon dosa riba sampean gubernur sampean naudzubillah,negatif,auto-labeled
2025-08-17T15:49:48Z,Sri Mulyani Indrawati,Semoga ibu bisa sehat dan kuat dalam Memimpin.Amin.,moga sehat kuat memimpinamin,positif,auto-labeled
2025-08-17T15:44:31Z,Sri Mulyani Indrawati,Amin.,amin,netral,auto-labeled
2025-08-17T15:42:31Z,Sri Mulyani Indrawati,Saya Sangat Mengasihi dan Tetap Sayang  Pada semua orang❤❤❤❤❤❤❤😂 ibu selalu Dihati Rakyat sejahtera Hidupnya Amin.,asih tetap sayang orang selalu hati rakyat sejahtera hidup amin,positif,auto-labeled
2025-08-17T15:37:44Z,Sri Mulyani Indrawati,"Semoga Ibu Sri Mulyani tetap kuat pondasi menjadikan  Menri keuangan yang terbaik nantinya ,Indonesia  maju Rakyatpun Bisa sejahtera Hidupnya Amin.  Merakyat membuat semua Orang Akan selalu  Mendoakan Umur Panjang dan tetap sejahtera menuju Indonesia Emas Amin.",moga tetap kuat pondasi jadi menri uang baik nanti indonesia maju rakyat sejahtera hidup amin rakyat buat orang selalu doa umur panjang tetap sejahtera tuju indonesia emas amin,positif,auto-labeled
2025-08-17T09:55:24Z,Sri Mulyani Indrawati,Sudah Sri Mul jngn cm jaga duit rakyat yg nyatanya uang dikorupsi dibagi koruptor termasuk d instansimu kalau benar masa hutang negara melejit dipakai apa berarti lalai itu mendolimi rakyat nya itu ndus mu bahasa setan,mul jngn jaga duit rakyat nyata uang korupsi bagi koruptor masuk instansi benar masa hutang negara lejit pakai apa arti lalai mendolimi rakyat ndus bahasa setan,netral,auto-labeled
2025-08-16T11:27:52Z,Sri Mulyani Indrawati,"Yg jd mslh pinjaman dbank syariah lbh besar dari nilai % dibanding  dibank"" lain justru itu bank syariahpun sulit mencari nasabah dan pinjaman, hy mengharap tabungan"" bbrapa sekolah dilibatkan dgn kasek"" utk tambah nilai uang yg mengendap sblm mereka kelulusan dlm parsentase lbh menguras beda  bank""lain yg sama pararel hy org"" tertentu dlm usaha yg direlokasikan oleh pihak bank syariah 🙏",mslh pinjam dbank syariah lebih besar nilai banding bank bank syariahpun sulit cari nasabah pinjam harap tabung bbrapa sekolah libat kasek tambah nilai uang endap sblm kelulus parsentase lebih uras beda banklain sama pararel org tentu usaha relokasi pihak bank syariah,positif,auto-labeled
2025-08-16T03:47:28Z,Sri Mulyani Indrawati,NGGAK MEMPAN BU PAJAK DAKWAH APAPUN SIAPAUN DIMANAPUN YG DAKWAH LANGSUNG PAKAI SAHKAN UU PERAMPADAN ASET UU KORUPSI.MISKINKAN INI JELAS BILA PERLI HUKUM MATI.BUKAN OMON OMON LANGSUNG JLNKAN  TERUTAMA YG NYANGKUT KEU MILYARTAN TRILYUNAN KOROPSI APBN DIRANCANG YO BEGITU JELAS.MUTAR KEPENTINGAN MAFIA KORUPSI JADI APBK ANGGARAN BELANJA PEMASUKAN KORUPSI,mempan pajak dakwah apa siapaun mana dakwah langsung pakai sahkan perampadan aset korupsimiskinkan jelas perli hukum matibukan omon omon langsung jlnkan utama nyangkut keu milyartan trilyunan koropsi apbn rancang jelasmutar penting mafia korupsi apbk anggar belanja pasu korupsi,netral,auto-labeled
2025-08-15T18:02:28Z,Sri Mulyani Indrawati,Taek Taek Mentri mencla mencle,taek taek tri mencla mencle,negatif,auto-labeled
2025-08-15T14:47:06Z,Sri Mulyani Indrawati,"menkeu sri mulyani sudah mulai STREEsssss
Kelamaan jadi mentri... 😂",mulai streesssss lama tri,positif,auto-labeled
2025-08-15T13:55:22Z,Sri Mulyani Indrawati,"Rakyat sangat 
Gembira apabila pemerintah semua hasil kerja rakyat diambil semua sebagai bayar pajak  supaya rakyat dimana mana berhenti bernapas sekaligus berhenti jadi rakyat pemerintah konyol ini",rakyat gembira apabila perintah hasil kerja rakyat ambil bayar pajak rakyat henti napas sekaligus henti rakyat perintah konyol,negatif,auto-labeled
2025-08-15T08:07:00Z,Sri Mulyani Indrawati,Pake dulu kudung mu baru bicara islam,pake kudung baru bicara islam,negatif,auto-labeled
2025-08-15T06:00:08Z,Sri Mulyani Indrawati,Ngecap ya bu,ngecap,netral,auto-labeled
2025-08-14T17:46:55Z,Sri Mulyani Indrawati,SILIT,silit,netral,auto-labeled
2025-08-14T17:10:42Z,Sri Mulyani Indrawati,"Rakyat mau dimanipulasi pejabat.dgn kata2 manis dilapisi hukum agama.
Zakat disamakan pajak ??
Belajar agama dulu Sri !!",rakyat manipulasi pejabatdgn kata2 manis lapis hukum agama zakat sama pajak ajar agama,negatif,auto-labeled
2025-08-14T15:04:33Z,Sri Mulyani Indrawati,"Ustazah pajak lg ceramah,ga usah bw2 agama,",ustazah pajak ceramahga usah bw2 agama,negatif,auto-labeled
