text,tokoh,date,video_title,channel_name,author,text_clean,prediksi_label_raw,score_keyakinan,label_final
Klau mau bu sri kerja di bank dunia gaji besar........beliau mau jadi mentri karena mau ngamdi ke negeri ini.......masalah kebijakan beliau menurut ane karena keterpaksaan keadaan,Sri Mulyani Indrawati,2025-08-31T13:18:51Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@jaka-w3h,klau mau bu sri kerja di bank dunia gaji besar beliau mau jadi mentri karena mau ngamdi ke negeri ini masalah kebijakan beliau menurut ane karena keterpaksaan keadaan,negative,0.9724121689796448,Negatif
Bagus lah,Sri Mulyani Indrawati,2025-08-31T13:18:21Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@ZQuotes77,bagus lah,positive,0.9980490207672119,Positif
"Sesudah digeruduk DPR itulah akibat kenaikan gaji DPR, rakyatlah yang membuat UU perampasan aset karena terlalu lama tidak disahkan...maunya semua anggota DPR dijarah rumah dan dimiskinkan ...baru God Job",Sri Mulyani Indrawati,2025-08-31T13:18:18Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@kurniaponsel3864,sesudah digeruduk dpr itulah akibat kenaikan gaji dpr rakyatlah yang membuat uu perampasan aset karena terlalu lama tidak disahkan maunya semua anggota dpr dijarah rumah dan dimiskinkan baru god job,negative,0.997108519077301,Negatif
Periksa dulu,Sri Mulyani Indrawati,2025-08-31T13:17:58Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@sevenjuli1395,periksa dulu,negative,0.9850822687149048,Negatif
"Sudah Bu... sudah capek... biarkan saja, let this country sink... its just not worthed... May Allah forgive all of us, and send better guardian. Allah is the best care taker.",Sri Mulyani Indrawati,2025-08-31T13:17:49Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@mahendrasusetyodhani,sudah bu sudah capek biarkan saja let this country sink its just not worthed may allah forgive all of us and send better guardian allah is the best care taker,negative,0.49872344732284546,Negatif
Pejabat era Jakowi sebaiknya mundur menjaga prasangka yg buruk,Sri Mulyani Indrawati,2025-08-31T13:17:11Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@masudsukandar1609,pejabat era jakowi sebaiknya mundur menjaga prasangka yg buruk,negative,0.9257670640945435,Negatif
"Lebih baik mundur Bu Sri, dripda dtekan trus SMA atasan disuruh cari paJak keRakyat.",Sri Mulyani Indrawati,2025-08-31T13:16:50Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@GiantoMeka,lebih baik mundur bu sri dripda dtekan trus sma atasan disuruh cari pajak kerakyat,neutral,0.8141312599182129,Netral
Lanjutkan mundur jangan ragu manusia rakus,Sri Mulyani Indrawati,2025-08-31T13:16:35Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@bakuljamu30,lanjutkan mundur jangan ragu manusia rakus,negative,0.9890060424804688,Negatif
Ya udh mundur aja insa Alloh negara tdk akam runtuh.,Sri Mulyani Indrawati,2025-08-31T13:16:32Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@selametrianto5270,ya udh mundur aja insa alloh negara tdk akam runtuh,negative,0.9961483478546143,Negatif
Tetav.mentri.ke.uangan,Sri Mulyani Indrawati,2025-08-31T13:16:05Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@AbdulHakam-u1m,tetav mentri ke uangan,neutral,0.9979191422462463,Netral
"Jauh jauh hari saran saya ke IBU SRI MULYANI UTK TIDAK BERGABUNG LAGI KE PEMERINTAHAN..,NAMANDA MASIH DIKENANG BAIK,TAPI KINI ANDA DI JULUKI SI "" RATU PAJAK "" SEDIH SAYA BU, MELIHAT KEJADIAN2 TSB..,SEMOGA DI BERI KEKUATAN KEPADA MU..DARI TUHAN YANG MAHA ESA..",Sri Mulyani Indrawati,2025-08-31T13:15:46Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@deniaguspriyanto2805,jauh jauh hari saran saya ke ibu sri mulyani utk tidak bergabung lagi ke pemerintahan namanda masih dikenang baik tapi kini anda di juluki si ratu pajak sedih saya bu melihat kejadian tsb semoga di beri kekuatan kepada mu dari tuhan yang maha esa,negative,0.9852162599563599,Negatif
"SRI MUNDURO WAE, KOWE GUR NAMBAH HUTANG KOK KERJAANNE....tangkap jokowi-srimulyani  hukkum berat",Sri Mulyani Indrawati,2025-08-31T13:15:33Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@tenjobertani3347,sri munduro wae kowe gur nambah hutang kok kerjaanne tangkap jokowi srimulyani hukkum berat,negative,0.9991499185562134,Negatif
"Lebih baik mundur , rakyatnya sdh tdk sejalan mau gmn lg...",Sri Mulyani Indrawati,2025-08-31T13:15:22Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@sitiagisendah676,lebih baik mundur rakyatnya sdh tdk sejalan mau gmn lg,negative,0.9986151456832886,Negatif
Silahkan mundur......,Sri Mulyani Indrawati,2025-08-31T13:15:19Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@tribudiundarto655,silahkan mundur,neutral,0.9948268532752991,Netral
Gak percaya,Sri Mulyani Indrawati,2025-08-31T13:15:05Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@UmmuFulan-qw9rh,gak percaya,negative,0.9972583055496216,Negatif
Adili dari semua kebijakan yg menyengsarakan rakyat,Sri Mulyani Indrawati,2025-08-31T13:14:32Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@fauzanhamzah6348,adili dari semua kebijakan yg menyengsarakan rakyat,negative,0.9980542659759521,Negatif
"semua yang tidak merakyat mundur aja
Ganti dengan yang amanah",Sri Mulyani Indrawati,2025-08-31T13:14:28Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@AhmadmartasumitroMartasumitro,semua yang tidak merakyat mundur aja ganti dengan yang amanah,negative,0.969844400882721,Negatif
Gara2 tinggalan rezim jokowi hutang negara numpuk se abreg abreg,Sri Mulyani Indrawati,2025-08-31T13:14:22Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@suparnoparno-o7z,gara tinggalan rezim jokowi hutang negara numpuk se abreg abreg,negative,0.9306394457817078,Negatif
Biarlah dia mundur  akan terungkap korupsi lainya,Sri Mulyani Indrawati,2025-08-31T13:14:07Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@SahidSakpar-y6t,biarlah dia mundur akan terungkap korupsi lainya,negative,0.9966425895690918,Negatif
"Bila TDK korup, Mantap lah Menkeu mundur..biar saja yg korup bertahan dan tidak ada malu lah..semoga Allah duakgirat dihukum sesuai dng perbuatannya mulai dari penguburan sampai hukuman di akhir zaman",Sri Mulyani Indrawati,2025-08-31T13:14:00Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@goratst,bila tdk korup mantap lah menkeu mundur biar saja yg korup bertahan dan tidak ada malu lah semoga allah duakgirat dihukum sesuai dng perbuatannya mulai dari penguburan sampai hukuman di akhir zaman,negative,0.9921119213104248,Negatif
"Yang merasa termul tahu diri dong, lebih baik mundur daripada di mundurin rakyat",Sri Mulyani Indrawati,2025-08-31T13:13:35Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@setiawanme5515,yang merasa termul tahu diri dong lebih baik mundur daripada di mundurin rakyat,negative,0.9978880286216736,Negatif
Knp ga dari dlu bu. Jgn lupa jika ada kesalahan2 ditunggu pertanggung jawabannya di dunia dan diakhirat.,Sri Mulyani Indrawati,2025-08-31T13:13:28Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@ORd4L99,knp ga dari dlu bu jgn lupa jika ada kesalahan ditunggu pertanggung jawabannya di dunia dan diakhirat,negative,0.5715980529785156,Negatif
"Ya mundur ajalah. Gantikan pejabat yg ada rasa empatinya ke rakyat. Jgn rakyat dijadikan objek pemasukan negara. Negara bisa memanfaatkan sumber daya yg lain.
Jgn rakyat diperas terus...
BPJS naik lagi.",Sri Mulyani Indrawati,2025-08-31T13:13:20Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@kiwaadi5798,ya mundur ajalah gantikan pejabat yg ada rasa empatinya ke rakyat jgn rakyat dijadikan objek pemasukan negara negara bisa memanfaatkan sumber daya yg lain jgn rakyat diperas terus bpjs naik lagi,negative,0.9926376342773438,Negatif
"Pemicu bukan anggota DPR.tetapi partai yg harus dibubarkan.
Yg tdk mau sahkan UU perampasan aset kotuptor .
Dan sponsur perusak UU KPK dan UU ciptakerja",Sri Mulyani Indrawati,2025-08-31T13:12:25Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@SultanSultan-o2f,pemicu bukan anggota dpr tetapi partai yg harus dibubarkan yg tdk mau sahkan uu perampasan aset kotuptor dan sponsur perusak uu kpk dan uu ciptakerja,negative,0.9919230341911316,Negatif
Jangan.turu.bu.mentri.masarakat.sala.sasara.mentri.ke.uangan.ko.di.jarah.,Sri Mulyani Indrawati,2025-08-31T13:12:14Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@AbdulHakam-u1m,jangan turu bu mentri masarakat sala sasara mentri ke uangan ko di jarah,neutral,0.9962305426597595,Netral
"Menurut saya, ini sepenuhnya bukan semua salah Sri Mulyani dan pasti ada tokoh di belakang nya yang lebih berkuasa",Sri Mulyani Indrawati,2025-08-31T13:12:14Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@akisueha4671,menurut saya ini sepenuhnya bukan semua salah sri mulyani dan pasti ada tokoh di belakang nya yang lebih berkuasa,negative,0.7436529994010925,Negatif
"Syukur alhamdulilah akhirnya menkeu sri mulyani mundur dari posisinya, krn bobrok akhlak & kinerjanya.. itu bagus namanya tau diri, tau malu & ingat akhirat 😊😊",Sri Mulyani Indrawati,2025-08-31T13:12:14Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@windanovia406,syukur alhamdulilah akhirnya menkeu sri mulyani mundur dari posisinya krn bobrok akhlak kinerjanya itu bagus namanya tau diri tau malu ingat akhirat,positive,0.9698804020881653,Positif
Baguslah kalau dia mundur,Sri Mulyani Indrawati,2025-08-31T13:12:05Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@AutoVerseID,baguslah kalau dia mundur,positive,0.9945570230484009,Positif
Setidaknya sebelum mundur ia sudah selesaikan visi misinya dengan kebijakannya,Sri Mulyani Indrawati,2025-08-31T13:12:01Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@ajatsudrajat4594,setidaknya sebelum mundur ia sudah selesaikan visi misinya dengan kebijakannya,neutral,0.9851987957954407,Netral
"Saya cocok ibuk mundur,  kenapa ?.sekalian jadi presiden",Sri Mulyani Indrawati,2025-08-31T13:12:00Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@YesWijaya,saya cocok ibuk mundur kenapa sekalian jadi presiden,negative,0.7701097726821899,Negatif
Ah ngg mungkin Bu Sri mundur....kalo ngg di bubarkan 😊,Sri Mulyani Indrawati,2025-08-31T13:11:54Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@verasalon6271,ah ngg mungkin bu sri mundur kalo ngg di bubarkan,negative,0.9854460954666138,Negatif
"Kalo sudah begini, pejabat birokrat pemimpin sudah tidak punya harga diri di mata rakyat NKRI..!",Sri Mulyani Indrawati,2025-08-31T13:11:52Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@AdeSuhermanBestt,kalo sudah begini pejabat birokrat pemimpin sudah tidak punya harga diri di mata rakyat nkri,negative,0.9992590546607971,Negatif
"Sri Mulyani Indrawati lebih bsgus mundur, NKRI makin lama makin kacau.",Sri Mulyani Indrawati,2025-08-31T13:11:49Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@SugionoSaputra-d5t,sri mulyani indrawati lebih bsgus mundur nkri makin lama makin kacau,negative,0.9304826259613037,Negatif
"MANUSIA KAYA SRIMULYONO MANA MAU MUNDUR,MANUSIA HAUS JABATAN HAMBA TAHTA,MANUSIA GA TAU MALU",Sri Mulyani Indrawati,2025-08-31T13:11:39Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@game-ky6bs,manusia kaya srimulyono mana mau mundur manusia haus jabatan hamba tahta manusia ga tau malu,negative,0.9993267059326172,Negatif
Kptsan yg tepat.,Sri Mulyani Indrawati,2025-08-31T13:11:38Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@DjokoSantoso-xb3ti,kptsan yg tepat,positive,0.9947997331619263,Positif
"Seorang pengecut baru gitu udah mundur, rakyat aj udah lama menderita tpi biasa aja",Sri Mulyani Indrawati,2025-08-31T13:11:33Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@blackrotor-d4o,seorang pengecut baru gitu udah mundur rakyat aj udah lama menderita tpi biasa aja,negative,0.9994450211524963,Negatif
Harus mundur kalo GK malu menjabat...di lihat dari wataknya saja jelas korup...dan satu lagi puan Maharani....tuli GK punya telinga....,Sri Mulyani Indrawati,2025-08-31T13:11:17Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@JuniJun-c5l,harus mundur kalo gk malu menjabat di lihat dari wataknya saja jelas korup dan satu lagi puan maharani tuli gk punya telinga,negative,0.9994787573814392,Negatif
Jangan mentri keuangan gaji ini masalahnya tunjangan dpr n pajak saja  yg jd sasaran,Sri Mulyani Indrawati,2025-08-31T13:11:05Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@andri0666,jangan mentri keuangan gaji ini masalahnya tunjangan dpr n pajak saja yg jd sasaran,negative,0.9824358224868774,Negatif
Lebih baik ibu Sri Mulyani mundur saja setelah rakyat tidak lagi percaya sama ibu.....tidak jadi mentri tidak patèken,Sri Mulyani Indrawati,2025-08-31T13:10:57Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@tjondrobirowo9541,lebih baik ibu sri mulyani mundur saja setelah rakyat tidak lagi percaya sama ibu tidak jadi mentri tidak pat ken,negative,0.9987636804580688,Negatif
Mundur..,Sri Mulyani Indrawati,2025-08-31T13:10:48Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@afandigiri9982,mundur,negative,0.9725605249404907,Negatif
Emangnya di indonesia cuman srimuliani aja... Ada yang kebih bisa darinya... Wakilnya aja bisa ganti karena dangat cerdas juga dan madih mudah,Sri Mulyani Indrawati,2025-08-31T13:10:46Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@JackLabina,emangnya di indonesia cuman srimuliani aja ada yang kebih bisa darinya wakilnya aja bisa ganti karena dangat cerdas juga dan madih mudah,positive,0.981955349445343,Positif
Dia orang pintar tapi di jalan yg salah....,Sri Mulyani Indrawati,2025-08-31T13:10:38Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@aansetia4554,dia orang pintar tapi di jalan yg salah,negative,0.9987788796424866,Negatif
Sri mulyani mundur saya gantinya dpr bubarkan oleh saya mah,Sri Mulyani Indrawati,2025-08-31T13:10:21Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@tedisutedi7205,sri mulyani mundur saya gantinya dpr bubarkan oleh saya mah,neutral,0.9987360835075378,Netral
Bagus,Sri Mulyani Indrawati,2025-08-31T13:10:20Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@suskiastuti1873,bagus,positive,0.9980973601341248,Positif
Bagus itu yang kami harapkan.....,Sri Mulyani Indrawati,2025-08-31T13:10:18Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@MuhammadSulasis,bagus itu yang kami harapkan,positive,0.9167008996009827,Positif
"Ibu... sih... selalu... pajak... dan pajak melulu yang jadi sasaran target.., sasaran target pajaknya  yang langsung ke masyarakat kecil lagi.., pajak itu rawan dampaknya..ibu...

Seharusnya para kapitalis, pengusaha, Industri, pertambangan, perkebunan agro, wisata..dll sekelas..itu.. yang jadi sasaran target pajak.. ibu...",Sri Mulyani Indrawati,2025-08-31T13:10:02Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@warsonojoyo9426,ibu sih selalu pajak dan pajak melulu yang jadi sasaran target sasaran target pajaknya yang langsung ke masyarakat kecil lagi pajak itu rawan dampaknya ibu seharusnya para kapitalis pengusaha industri pertambangan perkebunan agro wisata dll sekelas itu yang jadi sasaran target pajak ibu,negative,0.9982561469078064,Negatif
"Mending balik k world bank bu karna d konoha tdk d hargai..
Biarkan indo krismon lg",Sri Mulyani Indrawati,2025-08-31T13:10:00Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@suryafika5870,mending balik k world bank bu karna d konoha tdk d hargai biarkan indo krismon lg,negative,0.7687497735023499,Negatif
kalau tidak sanggup jdi menteri mundur saja dr pd di hujat terus netizen,Sri Mulyani Indrawati,2025-08-31T13:09:37Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@pahrisiregar3804,kalau tidak sanggup jdi menteri mundur saja dr pd di hujat terus netizen,negative,0.9948482513427734,Negatif
Begitu jugak kapolri listiyo sigit,Sri Mulyani Indrawati,2025-08-31T13:09:19Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@lingga4608,begitu jugak kapolri listiyo sigit,neutral,0.9984616041183472,Netral
"Jgn mundur dulu sebelum di periksa,klo terbukti ya adili jgn mau kabur aja rakyat udah sengsara  kau buat",Sri Mulyani Indrawati,2025-08-31T13:09:16Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@wakcaaca4086,jgn mundur dulu sebelum di periksa klo terbukti ya adili jgn mau kabur aja rakyat udah sengsara kau buat,negative,0.9990099668502808,Negatif
"Biarkan orang sok pintar dan sok tahu yang menggantikan Ibu Sri mulyani , kalau pengganti ibu gak bisa mengelola keuangan negara ya eksekusi langsung saja . Emang mudah ngurus negara?? ngomong mudah",Sri Mulyani Indrawati,2025-08-31T13:09:16Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@BangJono-ut1li,biarkan orang sok pintar dan sok tahu yang menggantikan ibu sri mulyani kalau pengganti ibu gak bisa mengelola keuangan negara ya eksekusi langsung saja emang mudah ngurus negara ngomong mudah,negative,0.9896855354309082,Negatif
Gembiraku terwakili sri muliani ini di jarah bankirx dia bikin bangsa miskin tp aneh tiga presiden percayai raja tipu uang ini,Sri Mulyani Indrawati,2025-08-31T13:09:10Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@WatuHari,gembiraku terwakili sri muliani ini di jarah bankirx dia bikin bangsa miskin tp aneh tiga presiden percayai raja tipu uang ini,negative,0.9961296319961548,Negatif
Katanya hoax diberita lain 😮,Sri Mulyani Indrawati,2025-08-31T13:09:06Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@FuLan-j8t,katanya hoax diberita lain,negative,0.9993327260017395,Negatif
Gantikan ahok aja....,Sri Mulyani Indrawati,2025-08-31T13:08:59Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@JackLabina,gantikan ahok aja,negative,0.5459820628166199,Negatif
mundur aja kagak ada kualitasnya pun.,Sri Mulyani Indrawati,2025-08-31T13:08:49Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@pembasmikebodohan8613,mundur aja kagak ada kualitasnya pun,negative,0.9992351531982422,Negatif
"Bagus, ndak ada guna mahluk ini",Sri Mulyani Indrawati,2025-08-31T13:08:26Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@user-nk9gu5di1z,bagus ndak ada guna mahluk ini,negative,0.9982048273086548,Negatif
SM mundur karena sdh KAYA RAYA.....tinggal hitung masa kerja sama PRABOWO dan kalikan dg gaji tiap bulan nya......,Sri Mulyani Indrawati,2025-08-31T13:08:16Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@amearcell1019,sm mundur karena sdh kaya raya tinggal hitung masa kerja sama prabowo dan kalikan dg gaji tiap bulan nya,negative,0.8764601349830627,Negatif
Biasalah Sudah untung  berlipat lipat banyak nya mengamankan diri kalix,Sri Mulyani Indrawati,2025-08-31T13:07:57Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@johanyassa4011,biasalah sudah untung berlipat lipat banyak nya mengamankan diri kalix,positive,0.9936342239379883,Positif
Alhamdulilah cpet mundur sri..,Sri Mulyani Indrawati,2025-08-31T13:07:53Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@SitiAminah-zk3zj,alhamdulilah cpet mundur sri,negative,0.9774892926216125,Negatif
"MUNDURLAH BUCK SRI MULYONO, biar WARGA KONOHA tenang dari kata PAJAK INI< PAJAK ITU... 🤣🤣🤣 pasti warga KONOHA gembira kalo buck Sri Mulyono mundur 😁😁",Sri Mulyani Indrawati,2025-08-31T13:07:06Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@apeiye,mundurlah buck sri mulyono biar warga konoha tenang dari kata pajak ini pajak itu pasti warga konoha gembira kalo buck sri mulyono mundur,negative,0.8140313625335693,Negatif
Bu Sri Mulyani itu penjaga APBN yg tangguh meskipun situasi ekonomi nasional dan internasional sdg sangat sulit... salah satu anak negeri yg sangat cerdas dan berjiwa nasionalis sangat tinggi. Beliau merelakan gaji super gede di LN dan rela digaji kecil di Indonesia... smg beliau msh mau bekerja untuk Indonesia 🇮🇩🙏,Sri Mulyani Indrawati,2025-08-31T13:06:49Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@gatotkaca6123,bu sri mulyani itu penjaga apbn yg tangguh meskipun situasi ekonomi nasional dan internasional sdg sangat sulit salah satu anak negeri yg sangat cerdas dan berjiwa nasionalis sangat tinggi beliau merelakan gaji super gede di ln dan rela digaji kecil di indonesia smg beliau msh mau bekerja untuk indonesia,positive,0.9976071119308472,Positif
Rakyat sangat senang bila sri mulyani mundur.,Sri Mulyani Indrawati,2025-08-31T13:06:47Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@suharyoamk7847,rakyat sangat senang bila sri mulyani mundur,positive,0.9514096975326538,Positif
emang rumah nya ada berapa bnyk ?,Sri Mulyani Indrawati,2025-08-31T13:06:42Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@sensei12639,emang rumah nya ada berapa bnyk,negative,0.683027982711792,Negatif
Mentri berangkas istana......,Sri Mulyani Indrawati,2025-08-31T13:06:27Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@ahmadmatin147,mentri berangkas istana,neutral,0.9971850514411926,Netral
"Mundur aja, katanya pintar ee insonesia di buatin utang samapai kolep rakyat si ajar berhutang lalu di suruh bayar sgn menaikkan segala pajak",Sri Mulyani Indrawati,2025-08-31T13:06:27Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@ZulfaAlkatiri-f2x,mundur aja katanya pintar ee insonesia di buatin utang samapai kolep rakyat si ajar berhutang lalu di suruh bayar sgn menaikkan segala pajak,negative,0.9994301199913025,Negatif
Waduh Sri mundur itu berkah luar biasa buat rakyat indonesia,Sri Mulyani Indrawati,2025-08-31T13:06:18Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@DonnyAndi-j3l,waduh sri mundur itu berkah luar biasa buat rakyat indonesia,positive,0.9797835350036621,Positif
Ya mundur az bu....sejak menjabat di era jokowi sampai sekarang...malah hutang membengkak...rakyat terus semakin melemah daya belinya,Sri Mulyani Indrawati,2025-08-31T13:05:29Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@askoer9070,ya mundur az bu sejak menjabat di era jokowi sampai sekarang malah hutang membengkak rakyat terus semakin melemah daya belinya,negative,0.9992268085479736,Negatif
Naikin pajak untuk apa...tujuannya apa... 😢,Sri Mulyani Indrawati,2025-08-31T13:05:06Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@dirgosuntu1983,naikin pajak untuk apa tujuannya apa,negative,0.5259160399436951,Negatif
Ibu² 1 ini memang bikin resah bgt,Sri Mulyani Indrawati,2025-08-31T13:04:50Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@tailaso189,ibu ini memang bikin resah bgt,negative,0.9988365769386292,Negatif
Giliran udah kenyang mundur👎👎👎😜 tanggung jawab dong atas perbuatan luh,Sri Mulyani Indrawati,2025-08-31T13:04:37Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@syamSudin-q6c,giliran udah kenyang mundur tanggung jawab dong atas perbuatan luh,negative,0.9954711198806763,Negatif
Bagusss ...jika iya lebih mantap...msh byk anak bangsa yg potensial dan mau lebih baik,Sri Mulyani Indrawati,2025-08-31T13:04:28Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@kampret4983,bagusss jika iya lebih mantap msh byk anak bangsa yg potensial dan mau lebih baik,positive,0.9984898567199707,Positif
Ganti pak ahok,Sri Mulyani Indrawati,2025-08-31T13:04:26Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@lalawidodo7701,ganti pak ahok,negative,0.9982275366783142,Negatif
"Iya bu , back to Bank Dunia di US aj bu, duit disana juga lebih banyak.",Sri Mulyani Indrawati,2025-08-31T13:04:05Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@gametechtutorial4670,iya bu back to bank dunia di us aj bu duit disana juga lebih banyak,neutral,0.7294943332672119,Netral
